agent;timestep;position;direction;status;given_command
3;182;None;e;waiting;wait
4;182;None;n;waiting;wait
0;183;(10, 16);n;moving;move_forward
1;183;(11, 15);e;moving;move_forward
3;183;None;e;waiting;wait
4;183;None;n;waiting;wait
0;184;(10, 16);n;moving;move_forward
1;184;(11, 15);e;moving;move_forward
3;184;None;e;waiting;wait
4;184;None;n;waiting;wait
0;185;(10, 16);n;moving;move_forward
1;185;(12, 15);s;moving;move_forward
3;185;None;e;waiting;wait
4;185;None;n;waiting;wait
0;186;(9, 16);n;moving;move_right
1;186;(12, 15);s;moving;move_forward
3;186;None;e;waiting;wait
4;186;None;n;waiting;wait
0;187;(9, 16);n;moving;move_right
1;187;(13, 15);s;moving;move_forward
3;187;None;e;waiting;wait
4;187;None;n;waiting;wait
0;188;(9, 16);n;moving;move_right
1;188;(13, 15);s;moving;move_forward
3;188;None;e;waiting;wait
4;188;None;n;waiting;wait
0;189;(9, 17);e;moving;move_forward
1;189;(14, 15);s;moving;move_forward
3;189;None;e;waiting;wait
4;189;None;n;waiting;wait
0;190;(9, 17);e;moving;move_forward
1;190;(14, 15);s;moving;move_forward
3;190;None;e;waiting;wait
4;190;None;n;waiting;wait
0;191;(9, 17);e;moving;move_forward
1;191;(15, 15);s;moving;move_forward
3;191;None;e;waiting;wait
4;191;None;n;waiting;wait
0;192;(8, 17);n;moving;move_forward
1;192;(15, 15);s;moving;move_forward
3;192;None;e;waiting;wait
4;192;None;n;waiting;wait
0;193;(8, 17);n;moving;move_forward
1;193;(16, 15);s;moving;move_forward
3;193;None;e;waiting;wait
4;193;None;n;waiting;wait
0;194;(8, 17);n;moving;move_forward
1;194;(16, 15);s;moving;move_forward
3;194;None;e;waiting;wait
4;194;None;n;waiting;wait
1;195;(17, 15);s;moving;move_forward
3;195;None;e;waiting;wait
4;195;None;n;waiting;wait
1;196;(17, 15);s;moving;move_forward
3;196;None;e;waiting;wait
4;196;None;n;waiting;wait
1;197;(18, 15);s;moving;move_forward
3;197;None;e;waiting;wait
4;197;None;n;waiting;wait
1;198;(18, 15);s;moving;move_forward
3;198;None;e;waiting;wait
4;198;None;n;waiting;wait
1;199;(19, 15);s;moving;move_forward
3;199;None;e;waiting;wait
4;199;None;n;waiting;wait
1;200;(19, 15);s;moving;move_forward
3;200;None;e;waiting;wait
4;200;None;n;waiting;wait
1;201;(19, 16);e;moving;move_forward
3;201;None;e;waiting;wait
4;201;None;n;waiting;wait
1;202;(19, 16);e;moving;move_forward
3;202;None;e;waiting;wait
4;202;None;n;waiting;wait
1;203;(19, 17);e;moving;move_forward
3;203;None;e;waiting;wait
4;203;None;n;waiting;wait
1;204;(19, 17);e;moving;move_forward
3;204;None;e;waiting;wait
4;204;None;n;waiting;wait
1;205;(19, 18);e;moving;move_forward
3;205;None;e;waiting;wait
4;205;None;n;waiting;wait
1;206;(19, 18);e;moving;move_forward
3;206;None;e;waiting;wait
4;206;None;n;waiting;wait
1;207;(19, 19);e;moving;move_forward
3;207;None;e;waiting;wait
4;207;None;n;waiting;wait
1;208;(19, 19);e;moving;move_forward
3;208;None;e;waiting;wait
4;208;None;n;waiting;wait
1;209;(19, 20);e;moving;move_forward
3;209;None;e;waiting;wait
4;209;None;n;waiting;wait
1;210;(19, 20);e;moving;move_forward
3;210;None;e;waiting;wait
4;210;None;n;waiting;wait
1;211;(19, 21);e;moving;move_forward
3;211;None;e;waiting;wait
4;211;None;n;waiting;wait
1;212;(19, 21);e;moving;move_forward
3;212;None;e;waiting;wait
4;212;None;n;waiting;wait
1;213;(19, 22);e;moving;move_forward
3;213;None;e;waiting;wait
4;213;None;n;waiting;wait
1;214;(19, 22);e;moving;move_forward
3;214;None;e;waiting;wait
4;214;None;n;waiting;wait
1;215;(19, 23);e;moving;move_right
3;215;None;e;ready to depart;move_forward
4;215;None;n;waiting;wait
1;216;(19, 23);e;moving;move_right
3;216;(19, 19);e;moving;wait
4;216;None;n;waiting;wait
1;217;(20, 23);s;moving;move_forward
3;217;(19, 19);e;stopped;move_forward
4;217;None;n;waiting;wait
1;218;(20, 23);s;moving;move_forward
3;218;(19, 20);e;moving;move_forward
4;218;None;n;waiting;wait
1;219;(21, 23);s;moving;move_forward
3;219;(19, 21);e;moving;move_forward
4;219;None;n;waiting;wait
1;220;(21, 23);s;moving;move_forward
3;220;(19, 22);e;moving;wait
4;220;None;n;waiting;wait
1;221;(22, 23);s;moving;move_forward
3;221;(19, 22);e;stopped;wait
4;221;None;n;waiting;wait
1;222;(22, 23);s;moving;move_forward
3;222;(19, 22);e;stopped;wait
4;222;None;n;waiting;wait
1;223;(23, 23);s;moving;move_forward
3;223;(19, 22);e;stopped;wait
4;223;None;n;waiting;wait
1;224;(23, 23);s;moving;move_forward
3;224;(19, 22);e;stopped;wait
4;224;None;n;waiting;wait
1;225;(24, 23);s;moving;move_forward
3;225;(19, 22);e;stopped;move_forward
4;225;None;n;waiting;wait
1;226;(24, 23);s;moving;move_forward
3;226;(19, 23);e;moving;move_right
4;226;None;n;waiting;wait
1;227;(24, 24);e;moving;move_forward
3;227;(20, 23);s;moving;move_forward
4;227;None;n;waiting;wait
1;228;(24, 24);e;moving;move_forward
3;228;(21, 23);s;moving;move_forward
4;228;None;n;waiting;wait
1;229;(25, 24);s;moving;move_forward
3;229;(22, 23);s;moving;move_forward
4;229;None;n;waiting;wait
1;230;(25, 24);s;moving;move_forward
3;230;(23, 23);s;moving;move_forward
4;230;None;n;waiting;wait
1;231;(26, 24);s;moving;move_left
3;231;(24, 23);s;moving;move_forward
4;231;None;n;waiting;wait
1;232;(26, 24);s;moving;move_left
3;232;(24, 24);e;moving;move_forward
4;232;None;n;waiting;wait
1;233;(26, 25);e;moving;move_forward
3;233;(25, 24);s;moving;wait
4;233;None;n;waiting;wait
1;234;(26, 25);e;moving;move_forward
3;234;(25, 24);s;stopped;move_forward
4;234;None;n;waiting;wait
1;235;(27, 25);s;moving;move_forward
3;235;(26, 24);s;moving;move_forward
4;235;None;n;waiting;wait
1;236;(27, 25);s;moving;move_forward
3;236;(27, 24);s;moving;move_forward
4;236;None;n;waiting;wait
3;237;(28, 24);s;moving;move_forward
4;237;None;n;waiting;wait
3;238;(29, 24);s;moving;move_forward
4;238;None;n;waiting;wait
3;239;(30, 24);s;moving;move_forward
4;239;None;n;waiting;wait
3;240;(31, 24);s;moving;move_forward
4;240;None;n;waiting;wait
3;241;(32, 24);s;moving;move_right
4;241;None;n;waiting;wait
3;242;(32, 23);w;moving;move_forward
4;242;None;n;waiting;wait
3;243;(32, 22);w;moving;move_forward
4;243;None;n;ready to depart;move_forward
3;244;(33, 22);s;moving;move_forward
4;244;(30, 5);n;moving;move_forward
3;245;(33, 21);w;moving;move_forward
4;245;(29, 5);n;moving;move_forward
3;246;(33, 20);w;moving;move_forward
4;246;(28, 5);n;moving;move_forward
3;247;(33, 19);w;moving;move_forward
4;247;(27, 5);n;moving;move_forward
3;248;(33, 18);w;moving;move_forward
4;248;(26, 5);n;moving;move_right
3;249;(33, 17);w;moving;move_forward
4;249;(26, 6);e;moving;move_forward
3;250;(33, 16);w;moving;move_forward
4;250;(25, 6);n;moving;move_forward
3;251;(33, 15);w;moving;move_forward
4;251;(24, 6);n;moving;move_forward
3;252;(33, 14);w;moving;move_forward
4;252;(23, 6);n;moving;move_forward
3;253;(33, 13);w;moving;move_forward
4;253;(22, 6);n;moving;move_forward
3;254;(33, 12);w;moving;move_forward
4;254;(21, 6);n;moving;move_right
3;255;(33, 11);w;moving;move_forward
4;255;(21, 7);e;moving;move_forward
3;256;(33, 10);w;moving;move_forward
4;256;(20, 7);n;moving;move_forward
3;257;(33, 9);w;moving;move_forward
3;258;(34, 9);s;moving;move_forward
3;259;(34, 8);w;moving;move_forward
3;260;(34, 7);w;moving;move_forward
3;261;(34, 6);w;moving;move_forward
3;262;(34, 5);w;moving;move_forward
3;263;(33, 5);n;moving;move_forward
3;264;(32, 5);n;moving;move_right
3;265;(32, 6);e;moving;move_forward
3;266;(31, 6);n;moving;move_forward
